id,budget,revenue,runtime,status,tagline,production_countries,spoken_languages,production_companies
112205,30000000,36894225,111,Released,Some call it organized crime. Others call it family.,FR|US,en|fr,EuropaCorp|Relativity Media|Grive Productions|TF1 Films Production
276907,25000000,42972994,132,Released,"Love, fight, live, rule like a legend.",FR|GB|US,en,Working Title|Anton Capital Entertainment|StudioCanal|Cross Creek Pictures
238615,26000000,31807156,117,Released,God Created Man. Man Created Immortality.,US,en,Ram Bergman Productions|Endgame Entertainment
454640,65000000,137792047,97,Released,Frenemies unite.,FI|US,en,Rovio Animation|Sony Pictures Animation|John Cohen Productions
568,52000000,355237933,140,Released,"""Houston, we have a problem.""",US,en,Imagine Entertainment|Universal Pictures
10530,55000000,346079773,81,Released,An American legend comes to life.,US,en,Walt Disney Feature Animation|Walt Disney Pictures
440472,37500000,125856180,126,Released,Based on a true story.,US,en,Escape Artists
858,21000000,227799884,105,Released,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",US,en,TriStar Pictures
1333100,0,21525687,145,Released,See for yourself the end of their story.,JP,ja,MAPPA|Pony Canyon
460019,3500000,95330493,101,Released,"First you play the game, then the game plays you.",US,en,Blumhouse Productions
579047,68000000,18717947,116,Released,Don't look back.,US,en,FilmNation Entertainment|Michael De Luca Productions|Kilter Films|Warner Bros. Pictures
14001,20000000,22382047,89,Released,You scream. You die.,US,en,Evolution Entertainment|Universal Pictures|Twisted Pictures
9637,84000000,275650703,87,Released,Be afraid. Be kind of afraid.,US,en,Mosaic Media Group|Warner Bros. Pictures
55721,32500000,288383523,125,Released,Save the date.,US,en,Apatow Productions|Relativity Media
149871,49300000,24366656,137,Released,,JP,ja,Studio Ghibli|Hakuhodo DY Media Partners|KDDI|Nippon Television Network Corporation|TOHO|Mitsubishi|dentsu|Walt Disney Japan|d-rights
612,70000000,130982129,164,Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,US|CA,ar|de|el|en|fr|he|it|ru,Universal Pictures|DreamWorks Pictures|Alliance Atlantis|Amblin Entertainment|The Kennedy/Marshall Company|Barry Mendel Productions
9291,90000000,191466556,113,Released,"If you can't get out, get even.",US,en,Callahan Filmworks|Paramount Pictures|MTV Films|Columbia Pictures|Happy Madison Productions
316727,10000000,118587880,109,Released,Keep America great,FR|JP|US,en,Universal Pictures|Blumhouse Productions|Platinum Dunes|Man in a Tree Productions
482321,57000000,60692022,107,Released,Best Friend Forever* (*battery life may vary).,GB|US,en,Locksmith Animation|TSG Entertainment|DNEG
1012201,5000000,100255784,84,Released,Let's play a game that can't be repeated.,JP,ja,Production I.G|TOHO|Shueisha|MBS|dentsu|Sony Music Entertainment (Japan)|movic
238713,65000000,235666219,120,Released,She's a risk they had to take.,US,de|en|fr|it,Chernin Entertainment|Feigco Entertainment|TSG Entertainment|20th Century Fox
49527,42000000,46221189,102,Released,You can only push an innocent man so far,US,en,Summit Entertainment|di Bonaventura Pictures
20943,38000000,321700000,96,Released,The battle of the sexes is on.,US,en,Lakeshore Entertainment|Relativity Media
168672,40000000,251171807,138,Released,Everyone hustles to survive.,US,en,Annapurna Pictures|Atlas Entertainment
2119,60000000,157920733,107,Released,You can't outrun the thunder.,US,en,Paramount Pictures|Don Simpson/Jerry Bruckheimer Films
758323,18000000,76987621,103,Released,"Inspired by the actual files of Father Gabriele Amorth, Chief Exorcist of the Vatican.",US,ff|de|it|la|en|pt|es,Screen Gems|2.0 Entertainment|Loyola Productions
261392,28000000,27100000,96,Released,Everyone's getting smoked.,CH|US,en,Merced Media Partners|Lionsgate|The Bridge Finance Company|Circle of Confusion|FilmNation Entertainment|Likely Story|PalmStar Media
1013850,3000000,24856027,90,Released,Join the family.,PL|US,en|pl,Fruit Tree|Topic Studios|Extreme Emotions|Rego Park|Mazowiecki Instytut Kultury
10950,22000000,92542418,132,Released,Love is all you need.,US|DE,en,"New Line Cinema|Bedford Falls Productions|Red Fish, Blue Fish Films|""Sam"" Productions"
3597,17000000,125586134,102,Released,"If you're going to bury the truth, make sure it stays buried.",US,en,Mandalay Entertainment|Neal H. Moritz Productions
7350,45000000,175400000,97,Released,Find the joy.,US,en,Two Ton Films|Zadan / Meron Productions|Reiner / Greisman Productions
795,55000000,198685114,114,Released,She didn't believe in angels until she fell in love with one.,US|DE,en,Atlas Entertainment|Regency Enterprises|Taurus Film|Warner Bros. Pictures
11918,35000000,71571300,82,Released,The greatest Superhero movie of all time! (not counting all the others),US,en,Dimension Films|Craig Mazin Company
7484,85000000,200811689,86,Released,One fur all. All fur one.,US,en,Sony Pictures Animation|Columbia Pictures
17431,5000000,9760104,97,Released,"250,000 miles from home, the hardest thing to face... is yourself.",GB|US,es|en,Lunar Industries|Liberty Films|Xingu Films|Limelight Fund|Independent
86834,125000000,362600000,138,Released,The end of the world… is just the beginning.,US,en,Paramount Pictures|Regency Enterprises|Protozoa Pictures
76726,15000000,145000000,84,Released,What are you capable of?,US,en,Dune Entertainment|Davis Entertainment|Adam Schroeder Productions|20th Century Fox
36593,30000000,132032598,83,Released,Mostly all new jokes.,US,en,Paramount Pictures
223702,19000000,140705322,89,Released,Get your fill.,US|CA,en,Columbia Pictures|Annapurna Pictures|Nitrogen Studios Canada
222935,14000000,307166834,126,Released,Life doesn't have to be perfect for love to be extraordinary.,US,en,TSG Entertainment|Fox 2000 Pictures|Temple Hill Entertainment
11249,12000000,24829644,86,Released,Fear the second coming.,US,ja|en,David Kirschner Productions|La Sienega Productions
7551,75000000,180557550,126,Released,Déjà vu is thought to be a trick of the mind... but what if it's not?,US|GB,en,Touchstone Pictures|Jerry Bruckheimer Films|Scott Free Productions
6623,50000000,110463140,124,Released,"In the fall of 1997, every nuclear device in the world will be accounted for...except one.",US,en|ru|sr|bs|hr,DreamWorks Pictures
13374,25000000,27645491,98,Released,Big things happen to those who dream big.,US|CA,en,Walt Disney Pictures|Bridget Johnson Films|Skate Away Productions
446894,80000000,214115531,96,Released,There's been a big myth-understanding,US,en,Warner Animation Group|Zaftig Films
501841,25000000,6700000,131,Released,,US|CA,en,Outlier Society|Escape Artists|Bron Studios|Columbia Pictures|Creative Wealth Media Finance|Mundy Lane Entertainment
542178,25000000,46333545,108,Released,,US|DE,fr|en,Indian Paintbrush|American Empirical Pictures|Studio Babelsberg
838240,5300000,4656348,102,Released,Experience a once-in-a-lifetime friendship beyond your wildest dreams,FR|ES,xx,Arcadia Motion Pictures|LokizFilms|Noodles Production|Les films du Worso
1738,70000000,76066841,96,Released,"If you can see the future, you can save it.",US,en|fr|de,Virtual Studios|Revolution Studios|Saturn Films|Broken Road Productions|Initial Entertainment Group
1992,23000000,11446172,105,Released,Humanity's last hope… rests on a high power machine gun!,US,en,Dimension Films|Troublemaker Studios|Rodriguez International Pictures
9593,85000000,137298489,131,Released,This isn't the movies anymore.,US,en,Oak Productions|Columbia Pictures
616747,157800000,117449790,123,Released,Home is where the haunt is.,US,en,Walt Disney Pictures|Rideback
30112,0,5095696,112,Released,,CN|FR,zh,Laurel Films|The French Connection
440,40000000,130290885,94,Released,On Earth everyone can hear you scream.,US,en,Dune Entertainment|Davis Entertainment|20th Century Fox|Brandywine Productions
9928,75000000,262511490,90,Released,The biggest comedy ever assembled!,US,en,Blue Sky Studios|20th Century Fox Animation
12162,15000000,49259766,131,Released,You don't have to be a hero to do this job. But it helps.,US|GB,en|ar|tr,First Light|Kingsgate Films|Voltage Pictures|Summit Entertainment|Grosvenor Park Productions
466081,60000000,2927708,109,Released,Choose your enemies wisely.,GB|US,en|pl|es,Thunder Road|The Fyzz|Maddem Films
2667,60000,248639099,81,Released,Everything you've heard is true.,US,en,Haxan Films|Artisan Entertainment
610253,20000000,133423964,105,Released,Evil dies tonight.,US,en,Blumhouse Productions|Miramax|Rough House Pictures|Trancas International Films
12222,85000000,298572799,86,Released,Horton hears more than anyone believes.,US,en,Blue Sky Studios|20th Century Fox Animation
6282,45000000,113900000,100,Released,"Tonight, they're calling the shots.",US,en,Touchstone Pictures|Jerry Bruckheimer Films
21208,20000000,77912251,123,Released,There's something wrong with Esther.,US,en|et,Dark Castle Entertainment|Appian Way
74465,50000000,120081841,124,Released,A true zoo story.,US,en,Dune Entertainment|Estrella Media|Vinyl Films|20th Century Fox
420814,75000000,197744825,104,Released,"Sooner or later, your past catches up to you.",US,en,Walt Disney Pictures|2DUX²
858017,10000000,5407916,100,Released,There is still time.,US,en,A24|Fruit Tree|Smudge Films|Hypnic Jerk
10137,133000000,300135367,84,Released,The Little family just got bigger.,DE|US,en,Franklin/Waterman Productions|Columbia Pictures|Global Medien KG|Red Wagon Entertainment
9361,40000000,75505856,112,Released,An epic adventure and passionate romance unfold against the panorama of a frontier wilderness ravaged by war.,US,en|fr,Morgan Creek Entertainment
44264,38000000,252300000,110,Released,Punishment comes one way or another.,US,en,Scott Rudin Productions|Mike Zoss Productions|Skydance Media|Paramount Pictures
980026,8500000,2246680,127,Released,"A captain’s ambition, a ruthless rival, and a land that defies them both.",DK|DE|SE,da|de|no|sv,Zentropa International Berlin|Zentropa International Sweden|Zentropa Entertainments
1108566,0,0,97,Released,Jealousy can drive anyone to the edge.,US|GR|GB,en,Makeready|Potboiler Productions|Big Indie Pictures|Faliro House Productions|Amazon MGM Studios
14139,2600000,553198,93,Released,A trip back in time from the present to...,ES,es,Arsénico Producciones|Zip Films|Fine Productions|Karbo Vantas Entertainment|Basque Films
87428,70000000,57719093,116,Released,The story of a child… and his son.,US,en,Relativity Media|Columbia Pictures|Happy Madison Productions
433808,1000000,1786396,94,Released,Your darkest dream awaits you.,CA|GB|US,en|sv,Entertainment One|The Imaginarium|Sierra/Affinity
664413,5000000,9458590,114,Released,,PL,en|fr|pl|it,Ekipa|Future Space|Next Film|TVN
47933,165000000,389681935,120,Released,We had twenty years to prepare. So did they.,US,en,20th Century Fox|TSG Entertainment|Centropolis Entertainment|Stereo D
9268,100000000,242295562,115,Released,He will erase your past to protect your future.,CA|US,en,Kopelson Entertainment|Warner Bros. Pictures
2671,1200000,19400000,96,Released,"One curse, one cure, one week to find it.",JP,ja,KADOKAWA Shoten|Omega Project|Rasen Production Committee|TOHO
11845,0,2672527,120,Released,Every Wednesday. She meets him once per week.,FR|DE|IT,en,Téléma Productions|StudioCanal|ARTE France Cinéma|France 2 Cinéma|Mikado Film|Azor Films|WDR|ARTE
9312,18000000,122195920,101,Released,Nothing in this world has prepared you for this.,US,en,New Line Cinema|Threshold Entertainment
9506,75000000,195745823,106,Released,Feel the love.,US,en,Columbia Pictures|Revolution Studios|Happy Madison Productions
558582,2000000,101068,122,Released,A simple western about the origin of the American Dream.,US,en,filmscience
72387,30000000,40300000,94,Released,She has the code. He is the key.,IN|US,en|zh|ru,IM Global|Automatik Entertainment|Lawrence Bender Productions|Trigger Street Productions|Reliance Entertainment|Lionsgate
544,23000000,369900000,120,Released,Love is in the hair.,US,en,20th Century Fox
41733,65000000,211800000,95,Released,Leave your comfort zone.,US,en|es,Legendary Pictures|Green Hat Films|Warner Bros. Pictures
964980,80000000,90100000,112,Released,Some icons are meant to fly.,US|HK,en,Amazon Studios|Skydance Sports|Mandalay Pictures|Artists Equity|Vinik Productions|Puji Films
1691,10200000,35728183,93,Released,"Each year, over 10,000 people in America are killed with firearms. Approximately 2,000 more are stabbed to death. Americans...they have no imagination.",US|CZ,en|it|sk|cs,Next Entertainment|Screen Gems|Lionsgate|Raw Nerve|International Production Company
75,70000000,101371017,106,Released,Nice planet. We'll take it!,US,en|fr,Warner Bros. Pictures|Tim Burton Productions
340837,40000000,26620002,146,Released,All of us are human. None of us are immune.,US,en|de,Regency Enterprises|New Regency Pictures|Blind Wink
181283,50000000,12951093,137,Released,How do you find a killer who doesn’t exist?,US,en,Summit Entertainment|Worldview Entertainment|Lionsgate|Scott Free Productions
509967,150000000,0,128,Released,They say no one can save the world. Meet no one.,US|CA|AE|IT|HU|UZ,en,Skydance Media|Bay Films
274167,50000000,242786137,96,Released,Choose your Daddy,US,en,Paramount Pictures|Gary Sanchez Productions|Red Granite Pictures
14864,0,1293976,130,Released,Sex is never safe. It’s dangerous.,US,en,Orion Pictures|Arnold Kopelson Productions|Kopelson Entertainment
798286,35000000,12337378,179,Released,From his darkest fears comes the greatest adventure.,US|FI,en,A24|Square Peg|IPR.VC|Access Entertainment
718032,40000000,33277069,133,Released,,CA|US,en|ja|es,Metro-Goldwyn-Mayer|Focus Features|Bron Studios|Ghoulardi Film Company
39451,100000000,310650585,98,Released,"Kids bring everyone closer, right?",US,en,Universal Pictures|Paramount Pictures|Relativity Media|Tribeca Productions|Everyman Pictures|Nancy Tenenbaum Films|DreamWorks Pictures
791177,16000000,15234907,131,Released,You can’t run from who you are.,IT|US,en,Frenesy Film|Per Capita Productions|MeMo Films|The Apartment Pictures|3 Marys Entertainment|Tenderstories|Elafilm
270487,22000000,63647656,106,Released,Lights. Camera. Abduction.,GB|US,en,Working Title|Mike Zoss Productions|Universal Pictures
1147416,0,0,50,Released,,FR,fr,ZAG Entertainment|Method Animation
8329,1500000,32511655,78,Released,Experience fear.,ES,ja|es,Castelao Productions
407451,103000000,132675864,109,Released,Be a warrior,US,en,Whitaker Entertainment|Walt Disney Pictures
8321,15000000,34533783,108,Released,Shoot first. Sightsee later.,GB|US,en,Twins Financing|Blueprint Pictures|Focus Features|Scion Films|Film4 Productions
899112,20000000,75734910,112,Released,You better watch out.,CA|US,en|pt|es,87North Productions|Universal Pictures|Original Pictures
4553,5000000,8203235,102,Released,How do you wake up from a nightmare if you’re not asleep?,ES,en,Castelao Productions|Filmax
308531,135000000,245623848,112,Released,Raise some shell.,US|CN,en,5150 Action|Paramount Pictures|Nickelodeon Movies|Platinum Dunes|Gama Entertainment Partners
587,70000000,123200000,125,Released,An adventure as big as life itself.,US,en,Columbia Pictures|The Zanuck Company|Jinks/Cohen Company|Tim Burton Productions
533514,0,20339624,140,Released,,JP,ja,Kyoto Animation|ABC Animation|Pony Canyon|Bandai Namco Arts|Rakuonsha
4964,30000000,219900000,129,Released,Save the due date.,US,en,Apatow Productions|Universal Pictures
8077,50000000,159773545,114,Released,3 times the suspense. 3 times the danger. 3 times the terror,US,en,20th Century Fox|Brandywine Productions
317442,750000,19840000,114,Released,,JP,ja,Aniplex|Pierrot|Bandai Visual|dentsu|Shueisha|TV Tokyo
765245,0,0,112,Released,"A thought-provoking exploration of love, loss, and sacrifice.",US|IE,fr|en,Anonymous Content|Know Wonder|Apple Studios
10066,40000000,68766121,113,Released,Prey. Slay. Display.,US,en,Village Roadshow Pictures|Dark Castle Entertainment|Warner Bros. Pictures
2758,47000000,48919043,94,Released,The family just got a little stranger.,US,en,Scott Rudin Productions|Paramount Pictures
718821,155000000,372262265,123,Released,Chase. Ride. Survive.,US,en,Universal Pictures|Warner Bros. Pictures|Amblin Entertainment|Domain Entertainment
345911,4900000,149368835,81,Released,You were right to be afraid of the dark.,US,en,New Line Cinema|Atomic Monster|Grey Matter Productions|RatPac Entertainment
660120,5000000,12687507,128,Released,,NO|SE|DK|FR,no,Oslo Pictures|Film i Väst|Snowglobe|B-Reel Films|ARTE France Cinéma|MK Productions|mk2 Films
10731,45000000,117615211,119,Released,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,US,en,Alcor Films|Regency Enterprises|Warner Bros. Pictures
955916,0,0,107,Released,"The heist begins at 40,000 ft.",US,en|es|it,Genre Films|6th & Idaho Motion Picture Company|HartBeat Productions
1995,115000000,274703340,100,Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,GB|US,en,Paramount Pictures|Mutual Film Company|Lawrence Gordon Productions|Eidos Films
9705,102000000,147080413,99,Released,Log on. Hack in. Go anywhere. Steal everything.,US,de|en,Village Roadshow Pictures|Silver Pictures|Jonathan Krane Group|NPV Entertainment|Warner Bros. Pictures
10865,120000000,186053725,95,Released,Atlantis is waiting...,US,en|fr|es,Walt Disney Pictures|Walt Disney Feature Animation
9798,90000000,250649836,132,Released,It's not paranoia if they're really after you.,GB|US,en,Touchstone Pictures|Jerry Bruckheimer Films|Scott Free Productions
646097,0,0,131,Released,Their laws. His rules.,US,en,filmscience|Bonneville Pictures
261023,53000000,99975678,123,Released,Keep your enemies close.,GB|US,en,Vendian Entertainment|Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac Entertainment|Le Grisbi Productions
49524,130000000,61600000,96,Released,To protect and serve the living.,US,en,Universal Pictures|Dark Horse Entertainment|Original Film
619264,1203235,1090116,95,Released,"There are 3 kinds of people; the ones above, the ones below, and the ones who fall.",ES,es,Basque Films|Mr. Miyagi|EiTB|TVE
257088,105000000,133782481,114,Released,Find your breaking point.,DE|US,en,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Taylor-Baldecchi-Wimmer
44826,170000000,185770160,126,Released,One of the most legendary directors of our time takes you on an extraordinary adventure.,US,en,GK Films|Infinitum Nihil
930564,20000000,21013738,131,Released,We're all about to lose our minds.,GB|US,en,LuckyChap Entertainment|MRC|Lie Still
613504,14000000,47990414,105,Released,Can love overcome the past?,US,en,Voltage Pictures|Offspring Entertainment|Frayed Pages Media|Wattpad
23823,3000000,0,91,Released,What you don't see will kill you.,DE|US|BG,en,Constantin Film|Summit Entertainment|BUFO
15070,20000000,14946150,96,Released,Two enemies ... The mob ... The ultimate showdown.,US|DE,en,Amen Ra Films|Motion Picture Corporation of America|Hollywood Partners|Millennium Media|David Giler Productions
7459,120000000,93900000,135,Released,Go!,US,en|ja,Warner Bros. Pictures|Village Roadshow Pictures|Silver Pictures|Anarchos Productions
674324,20000000,49300000,114,Released,Everything was fine yesterday.,GB|US,en,Searchlight Pictures|Blueprint Pictures|Film4 Productions|TSG Entertainment
619778,40000000,34891791,111,Released,A new vision of terror.,US,en,New Line Cinema|Atomic Monster|Starlight Media|My Entertainment
956842,100000000,42260534,132,Released,Will they make history... or fake it?,US,en,These Pictures|Berlanti Productions|Apple Studios
9350,70000000,255000211,113,Released,Hang on.,FR|IT|US|JP,en,Carolco Pictures|Le Studio Canal+|Pioneer|RCS Video
760741,36000000,56000000,93,Released,Fight for family.,IS|US|JP|ZA,en,RVK Studios|Will Packer Productions|Universal Pictures
712,4400000,245700832,117,Released,Five good reasons to stay single.,GB|US,en,PolyGram Filmed Entertainment|Working Title|Channel Four Films
639721,0,119815153,93,Released,Unhappy to see you again.,CA|US,en|la|es|uk,Metro-Goldwyn-Mayer|Bron Studios|BermanBraun|Cinesite Animation|Nitrogen Studios Canada|Creative Wealth Media Finance
7445,26000000,43500000,105,Released,There are two sides to every family.,US,en,Lionsgate|Relativity Media|Sighvatsson Films|Michael De Luca Productions|Palomar Pictures|Mandate International
514999,24000000,0,98,Released,First class problems. Second class detectives.,US,en,Vinson Films|Endgame Entertainment|Tower Hill Entertainment|Denver & Delilah Productions|Happy Madison Productions
15370,0,54016370,75,Released,"It's not so bad being a cat, now is it?",JP,ja,Studio Ghibli|Mitsubishi|Nippon Television Network Corporation|TOHO|Tokuma Shoten|Hakuhodo
1023922,10000000,22057160,103,Released,Hollywood is a killer.,US,en,A24|Motel Mojave|Access Entertainment
399057,3000000,10700000,121,Released,,GB|US|IE,fr|en,Element Pictures|TPC|Film4 Productions|New Sparta Films|Limp|HanWay Films|Fís Éireann/Screen Ireland
14128,5000000,0,74,Released,The magic didn't end at midnight.,JP|US,en,Walt Disney Animation Japan|Disney Television Animation
9480,78000000,179179718,103,Released,"When the streets have gone to Hell, have faith in the devil.",CH|US,en|it|el,Marvel Enterprises|New Regency Pictures|Epsilon Motion Pictures|Regency Enterprises|20th Century Fox
826510,40000000,32227855,90,Released,Everything he draws is about to get real.,US,en,Davis Entertainment|Columbia Pictures|TSG Entertainment
823482,10000000,14114415,102,Released,Meet the man of your dreams.,US,en|fr,A24|Square Peg|Saturn Films
556694,60000000,20300000,108,Released,What would you wish for?,AU|CN|GB,tr|de|el|en,FilmNation Entertainment|Elevate Production Finance|Sunac Pictures|Kennedy Miller Mitchell
342473,30000000,109573511,89,Released,Life's greatest adventures begin with a single leap.,CA|FR,en,Main Journey|Caramel Films|Quad Productions|L'Atelier Animation|Gaumont|M6 Films
18487,100000000,150166126,106,Released,I can't get it out of my head. I'm gonna die today.,GB|US,en,Escape Artists|Columbia Pictures|Relativity Media|Scott Free Productions|Metro-Goldwyn-Mayer
619803,7600000,101166707,106,Released,The Beast Cop Is Back!,KR,en|ko,BA Entertainment|Hong Film|Big Punch Pictures
774825,0,0,82,Released,Disney+ gets wild.,CA|US,en,Bardel Entertainment|Walt Disney Pictures
1022256,0,0,95,Released,"Every breath, a breakthrough.",US,en,Lighthouse Management + Media|Interscope Films
297090,0,0,97,Released,,JP,ja,KADOKAWA|Shaiker
11665,80000000,230685453,110,Released,Saving the world...and loving it.,US,en|ru,Mosaic Media Group|Mad Chance|Callahan Filmworks|Warner Bros. Pictures|Village Roadshow Pictures
301365,7000000,3400000,118,Released,Beauty is vicious.,US|DK|FR|BE,en,Wild Bunch|Gaumont|Space Rocket Nation|Vendian Entertainment|Bold Films
10982,8000000,110000000,81,Released,Red Riding Hood. The Woodsman. Granny. The Wolf. Not Your Typical Crime. Not Your Usual Suspects.,US,en,Kanbar Entertainment|Kanbar Animation|Blue Yonder Films
1024452,0,0,106,Released,Menage-a-what?,CA,en|fr,Caramel Films|Elevation Pictures
50839,3500000,19504039,107,Released,Be first. Be smarter. Or cheat.,US,en,Before the Door Pictures|Washington Square Films|Untitled Entertainment
2270,70000000,137500000,127,Released,This summer a star falls. The chase begins.,IS|GB|US,en,Paramount Pictures|Marv|Vaughn Productions|di Bonaventura Pictures|Ingenious Media
590,25000000,108846217,114,Released,The time to hide is over. The time to regret is gone. The time to live is now.,GB|US,en,Scott Rudin Productions|Robert Fox Productions|Miramax
292011,45000000,33900000,131,Released,The world will know his name and the truth.,US,en,Warner Bros. Pictures|Malpaso Productions|Appian Way|Misher Films|75 Year Plan Productions
9767,52000000,205700000,106,Released,…pick a side.,US,en,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions
14869,175000000,302500000,118,Released,"When all else fails, they don't.",US|CZ|FR|JP,en|fr|gd,Paramount Pictures|Spyglass Entertainment|di Bonaventura Pictures|Hasbro|Kontsept Film Company
10320,50000000,161451538,109,Released,Fear comes full circle.,US,en,DreamWorks Pictures|BenderSpink|Parkes+MacDonald Image Nation
37137,23000000,192030411,85,Released,If you see only one movie this year... you ought to get out more often.,US,en,Paramount Pictures
2268,180000000,372234864,113,Released,There are worlds beyond our own. The compass will show the way.,GB|US,is|en|ru|fr,Depth of Field|New Line Cinema|Scholastic Productions|Ingenious Media
11932,25000000,50688658,89,Released,Chucky gets lucky.,US,en,Universal Pictures|Midwinter Productions Inc.|David Kirschner Productions
7978,150000000,140700000,103,Released,"When the moon is full, the legend comes to life.",US,en|ro,Universal Pictures|Relativity Media|Stuber Pictures
13700,110000000,145358062,76,Released,Bust a moo.,US,zh|en,Walt Disney Pictures|Walt Disney Feature Animation
10719,32000000,228500000,97,Released,Discover your inner elf.,US,en,New Line Cinema|Guy Walks into a Bar Productions
5176,55000000,70000000,122,Released,Time waits for one man.,US,en,Lionsgate|Tree Line Films|Relativity Media|Yuma
9007,58000000,102900000,95,Released,It's a wonderful afterlife.,US,en,DreamWorks Pictures|Parkes+MacDonald Production
184,12000000,74727492,154,Released,"This Christmas, Santa's got a brand new bag.",US,en,Miramax|A Band Apart|Mighty Mighty Afrodite Productions
580175,5150000,21700000,117,Released,What is youth? A dream. What is love? The content of the dream.,DK|NL|SE,da|sv,Zentropa Entertainments|Film i Väst|Topkapi Films|Zentropa International Sweden|Zentropa International Netherlands
62764,85000000,183018522,106,Released,The Snow White legend comes alive.,US,en,Misher Films|Relativity Media|Yucaipa Films|Goldmann Pictures|RAT Entertainment|Misha Films
83666,16000000,68263166,94,Released,,US,en,Indian Paintbrush|American Empirical Pictures
287649,0,0,111,Released,"Love, lust and obsession.",KR,ko,CJ Entertainment
9341,60000000,74208267,136,Released,The only way out is in.,US|CA|DE,en,Paramount Pictures|David Foster Productions|HorsePower Entertainment|Core Productions|LivePlanet|Munich Film Partners New Century & Company (MFP) Core Productions
522924,18000000,33800000,109,Released,Meet the dog who will show the world how to be human.,US,es|en|it|pt,Original Film|Shifting Gears Productions|Fox 2000 Pictures|Starbucks Entertainment
1010600,8500000,48166448,91,Released,They don't need a reason.,GB|US|ES,en,Fifth Element Productions|Sherbone Media|Lipsync Productions|Stream Media|Lionsgate|Richmond Pictures|Hasbula Productions|Elipsis Capital
390043,30000000,176586701,118,Released,Everyone's out to get them... If they don't kill each other first.,BG|CA|FR|HK|US|GB,fr|en|ru,Campbell Grobman Films|East Light Media|Nu Boyana Film Studios|Tom de Mol Productions|Summit Entertainment|Millennium Media|Davis Films|Cristal Pictures|Lionsgate|TIK Films
406,2600000,15300000,98,Released,"How far you fall doesn't matter, it's how you land…",FR,fr,Kasso Productions|La Sept Cinéma|Les Productions Lazennec|Canal+|StudioCanal
13648,0,403117,97,Released,Evil never rests.,JP,en|ja,Capcom|Sony Pictures|Digital Frontier
8834,75000000,137000000,135,Released,What if your most paranoid nightmares had just come true?,US,en,Silver Pictures|Warner Bros. Pictures|Donner/Shuler-Donner Productions
50544,35000000,149500000,109,Released,Some friends come with a happy ending.,US,en,Castle Rock Entertainment|Olive Bridge Entertainment
1041613,9000000,35340015,89,Released,Not every intervention is divine.,US,en,Black Bear Pictures|Fifty-Fifty Films|Middle Child Pictures
799766,110000000,22549151,135,Released,Fame makes monkeys of us all.,AU|GB|US|CN|CY,en,RocketScience|Facing East Entertainment|Sina Studios|Lost Bandits|Footloose Productions|VicScreen|RPW Productions|Azure Centrum|Partizan Films|Mid March Media
619730,35000000,86700000,123,Released,Are you ready to live the life you deserve?,US,en,Vertigo Entertainment|New Line Cinema
138697,3000000,0,90,Released,Everyone loves a happy ending.,US,en,Ram Bergman Productions|HitRecord Films|Voltage Pictures
1979,130000000,301913131,92,Released,Discover the secret of the Surfer.,DE|GB|US,en|ja|ar|zh,1492 Pictures|Bernd Eichinger Productions|20th Century Fox|Constantin Film|Marvel Studios|Ingenious Film Partners
69,28000000,186800000,136,Released,Love is a burning thing.,DE|US,en,Mars Media Beteiligungs|Tree Line Films|Catfish Productions|Fox 2000 Pictures
9349,23000000,119200000,103,Released,Almost human. Almost perfect. Almost under control.,US|FR,en,Carolco Pictures|IndieProd Company Productions|Centropolis Entertainment
152532,5000000,55736588,117,Released,Dare to live.,US,en|ja,Truth Entertainment|Voltage Pictures|CE|Evolution Independent|R² Films|Rainmaker Films
1213,40000000,128798265,140,Released,How far would you go to become someone else.,US,en|it,Mirage Enterprises|Timnick Films
537996,0,0,132,Released,Stories live forever. People don't.,US,en,Mike Zoss Productions
26389,52000000,52800000,92,Released,Two agents. One city. No merci.,GB|FR,de|en|fr|zh,M6|M6 Films|TPS Star|Grive Productions|EuropaCorp|Apipoulaï Prod|W9|Canal+
7453,50000000,104500000,109,Released,Don't leave Earth without it.,GB|US,en,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures
11283,25000000,123276807,97,Released,You'll learn to love her. Warts and all.,GB|FR|US,en,Three Strange Angels|Working Title|Metro-Goldwyn-Mayer|StudioCanal|Nanny McPhee Productions
1100099,20000000,37182814,108,Released,Every minute counts.,GB,en,Film4 Productions|SunnyMarch|Shoebox Films|StudioCanal UK
44943,70000000,211800000,116,Released,It's not war. It's survival.,US,en|uk,Columbia Pictures|Relativity Media|Original Film
8204,90000000,164200000,95,Released,Their world is closer than you think.,US,en,Paramount Pictures|The Kennedy/Marshall Company|Nickelodeon Movies
72559,130000000,371900000,110,Released,Heroes are made in America.,CA|US,en,Paramount Pictures|Hasbro|di Bonaventura Pictures|Saints LA|Metro-Goldwyn-Mayer|Skydance Media
